work_ID,work_species,work_author,trait_value_3.3.1,trait_value_3.3.2,trait_value_3.6.1,trait_value_3.6.2,trait_value_3.6.3,agreement_3.3.1,agreement_3.3.2,agreement_3.6.1,agreement_3.6.2,agreement_3.6.3,n_3.3.1,n_3.3.2,n_3.6.1,n_3.6.2,n_3.6.3,references_3.3.1,references_3.3.2,references_3.6.1,references_3.6.2,references_3.6.3
5955,Brownea grandiceps,Jacq.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
5961,Brugmansia sanguinea,(Ruiz & Pav.) D.Don,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
5977,Brunfelsia americana,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
5978,Brunfelsia australis,Benth.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
5982,Brunfelsia grandiflora,D.Don,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
5989,Brunfelsia nitida,Benth.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
6000,Brunfelsia uniflora,(Pohl) D.Don,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
6010,Brya ebenus,(L.) DC.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
6060,Buddleja dysophylla,(Benth.) Radlk.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
6247,Bunchosia nitida,(Jacq.) DC.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10199,10199,NA
6257,Bunias orientalis,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
6261,Bunium bulbocastanum,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
6274,Bupleurum falcatum,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
6288,Bupleurum rotundifolium,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
6292,Bupleurum subovatum,Link ex Spreng.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10315,10315,10315
6299,Burkea africana,Hook.,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
6342,Butea monosperma,(Lam.) Kuntze,NA,NA,biotic,bird,bird,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
6386,Buxus sempervirens,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,"1,024,710,315","1,024,710,315",10315
6398,Byrsonima coccolobifolia,Kunth,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
6495,Cajanus cajan,(L.) Huth,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10199,10199,NA
6566,Calamagrostis arundinacea,(L.) Roth,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
6569,Calamagrostis avenoides,(Hook.f.) Cockayne,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
6573,Calamagrostis canescens,(Weber) Roth,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
6596,Calamagrostis purpurea,(Trin.) Trin.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
6597,Calamagrostis quadriseta,(Labill.) Spreng.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
6604,Calamagrostis stricta,(Timm) Koeler,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
6605,Calamagrostis varia,(Schrad.) Host,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
6607,Calamagrostis youngii,(Hook.f.) Buchanan,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
6927,Calathea lutea,(Aubl.) E.Mey. ex Schult.,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
6950,Calendula arvensis,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,4,3,1,NA,NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
6952,Calendula officinalis,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,"1,024,710,315","1,024,710,315",10315
6962,Calla palustris,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
6991,Calliandra purpurea,(L.) Benth.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
6994,Calliandra surinamensis,Benth.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7005,Callicarpa candicans,(Burm.f.) Hochr.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7031,Callicarpa longifolia,Lam.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7042,Callicarpa pedunculata,R.Br.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7089,Callitriche hermaphroditica,L.,NA,NA,abiotic,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,031,310,315",NA,NA
7097,Callitriche palustris,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7099,Callitriche platycarpa,Kütz.,NA,NA,abiotic,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,"1,031,310,315",NA,NA
7104,Callitriche stagnalis,Scop.,NA,NA,abiotic,NA,water,NA,NA,0.75,NA,1,NA,NA,4,NA,1,NA,NA,"102,471,031,310,315",NA,10315
7134,Calodendrum capense,(L.f.) Thunb.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10199,10199,NA
7165,Calopogonium caeruleum,(Benth.) C.Wright,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7168,Calopogonium mucunoides,Desv.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7176,Calotropis gigantea,(L.) W.T.Aiton,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10199,10199,NA
7411,Calystegia silvatica,(Kit.) Griseb.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7412,Calystegia soldanella,(L.) R.Br.,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,510,328",10328,10315
7421,Camelina alyssum,(Mill.) Thell.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
7422,Camelina microcarpa,Andrz. ex DC.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
7423,Camelina sativa,(L.) Crantz,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,"1,031,310,315","1,031,310,315",10315
7436,Camellia kissii,Wall.,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7438,Camellia oleifera,C.Abel,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7444,Camellia semiserrata,C.W.Chi,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7445,Camellia sinensis,(L.) Kuntze,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7477,Campanula erinus,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10247,10247,NA
7489,Campanula latifolia,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,"1,031,310,315",10313,NA
7494,Campanula patula,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,"1,031,310,315",10313,NA
7496,Campanula persicifolia,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,"1,031,310,315",10313,NA
7503,Campanula rapunculus,L.,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7505,Campanula rhomboidalis,L.,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7512,Campanula trachelium,L.,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7564,Canarium ovatum,Engl.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7574,Canarium vulgare,Leenh.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7580,Canavalia ensiformis,(L.) DC.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7583,Canavalia gladiata,(Jacq.) DC.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
7605,Cannabis sativa,L.,NA,NA,abiotic,NA,wind,NA,NA,0.75,NA,1,NA,NA,4,NA,2,NA,NA,"101,991,031,310,315",NA,"1,019,910,315"
7660,Capsella bursa-pastoris,(L.) Medik.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,3,2,1,NA,NA,"103,131,031,510,328","1,031,310,328",10315
7662,Capsicum annuum,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,019,910,328",10328,10199
7675,Cardamine amara,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,"1,031,310,315",10313,NA
7710,Cardamine parviflora,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
7753,Carduus nutans,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,3,2,NA,NA,NA,"103,131,031,510,328","1,031,310,328",NA
7765,Carex acuta,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7766,Carex acutiformis,Ehrh.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7781,Carex appropinquata,Schumach.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7782,Carex aquatilis,Wahlenb.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10315,10315,10315
7784,Carex arenaria,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7801,Carex bigelowii,Torr. ex Schwein.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
7805,Carex bohemica,Schreb.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
7815,Carex buxbaumii,Wahlenb.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7829,Carex cespitosa,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7834,Carex chordorrhiza,L.f.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
7856,Carex davalliana,Sm.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
7866,Carex digitata,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7868,Carex dioica,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7875,Carex distans,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7876,Carex disticha,Huds.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7878,Carex divulsa,Stokes,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,4,3,1,NA,NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
7884,Carex echinata,Murray,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,4,3,1,NA,NA,"10,247,103,131,031,500,000","102,471,031,310,328",10315
7887,Carex elata,All.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7890,Carex elongata,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7892,Carex ericetorum,Pollich,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7902,Carex flava,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,"1,031,310,315","1,031,310,315",10315
7919,Carex goyenii,Petrie,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
7939,Carex hostiana,DC.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7940,Carex humilis,Leyss.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
7969,Carex laevigata,Sm.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10315,10315,10315
7971,Carex lasiocarpa,Ehrh.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
7982,Carex limosa,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8018,Carex montana,L.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
8032,Carex obtusata,Lilj.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
8040,Carex ornithopoda,Willd.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
8050,Carex pauciflora,Lightf.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
8060,Carex pilosa,Scop.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
8061,Carex pilulifera,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,3,2,1,NA,NA,"102,471,031,310,315","1,024,710,313",10315
8071,Carex praecox,Schreb.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,"1,031,310,315","1,031,310,315",10315
8075,Carex pseudocyperus,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8079,Carex pulicaris,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8081,Carex punctata,Gaudin,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,3,2,1,NA,NA,"102,471,031,510,328","1,024,710,328",10315
8089,Carex remota,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8094,Carex riparia,Curtis,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8127,Carex spicata,Huds.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8144,Carex supina,Willd. ex Wahlenb.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
8146,Carex sylvatica,Huds.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8175,Carex umbrosa,Host,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
8178,Carex vaginata,Tausch,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
8182,Carex vesicaria,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8186,Carex vulpina,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8200,Carlina acaulis,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
8257,Carpha alpina,R.Br.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
8299,Carum carvi,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,2,1,NA,NA,NA,"1,031,310,315",10313,NA
8373,Cassia grandis,L.f.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
8375,Cassia leptophylla,Vogel,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
8382,Cassia sieberiana,DC.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
8491,Casuarina junghuhniana,Miq.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
8495,Catabrosa aquatica,(L.) P.Beauv.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,"1,031,310,315","1,031,310,315",10315
8498,Catalpa longissima,(Jacq.) Dum.Cours.,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
8539,Caucalis platycarpos,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8661,Celosia trigyna,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
8695,Cenchrus caliculatus,Cav.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
8733,Centaurea jacea,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,"1,031,310,315","1,031,310,315",NA
8740,Centaurea nigra,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,"1,031,310,328","1,031,310,328",NA
8741,Centaurea nigrescens,Willd.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
8765,Centaurium littorale,(Turner) Gilmour,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,2,2,NA,NA,NA,"1,031,310,315","1,031,310,315",NA
8775,Centella asiatica,(L.) Urb.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
8801,Centrolepis ciliata,(Hook.f.) Druce,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
8807,Centrolepis pallida,(Hook.f.) Cheeseman,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
8810,Centrolepis strigosa,(R.Br.) Roem. & Schult.,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
8832,Cephalanthera longifolia,(L.) Fritsch,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8885,Cerastium brachypetalum,Desp. ex Pers.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,2,1,NA,NA,"1,031,310,315","1,031,310,315",10315
8890,Cerastium diffusum,Pers.,NA,NA,biotic,insect,fly,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10315,10315,10315
8893,Cerastium fontanum,Baumg.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,3,3,NA,NA,NA,"102,471,031,310,328","102,471,031,310,328",NA
8895,Cerastium glomeratum,Thuill.,NA,NA,biotic,insect,insect,NA,NA,1,0.667,1,NA,NA,3,3,1,NA,NA,"102,471,031,310,315","1,024,710,313",10315
8906,Cerastium semidecandrum,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8913,Cerastium tomentosum,L.,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8928,Ceratophyllum submersum,L.,NA,NA,abiotic,water,water,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
8945,Cercestis mirabilis,(N.E.Br.) Bogner,NA,NA,biotic,insect,fly,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
8953,Cereus hildmannianus,K.Schum.,NA,NA,biotic,insect,bee,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
8961,Cerinthe minor,L.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
9061,Chamaecrista absus,(L.) H.S.Irwin & Barneby,NA,NA,biotic,insect,insect,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
9111,Chamaemelum nobile,(L.) All.,NA,NA,biotic,insect,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10247,10247,NA
9287,Chenopodium berlandieri,Moq.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
9299,Chenopodium ficifolium,Sm.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
9301,Chenopodium giganteum,D.Don,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,10199,10199,10199
9312,Chenopodium opulifolium,Schrad. ex W.D.J.Koch & Ziz,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
9317,Chenopodium suecicum,Murr,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10313,10313,NA
9319,Chenopodium vulvaria,L.,NA,NA,abiotic,wind,wind,NA,NA,1,1,1,NA,NA,2,1,1,NA,NA,"1,031,310,315",10313,10315
9348,Chimonobambusa quadrangularis,(Franceschi) Makino,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9385,Chionochloa acicularis,Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9386,Chionochloa antarctica,(Hook.f.) Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9387,Chionochloa australis,(Buchanan) Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9388,Chionochloa beddiei,Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9389,Chionochloa bromoides,(Hook.f.) Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9390,Chionochloa cheesemanii,(Hack.) Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9391,Chionochloa conspicua,(G.Forst.) Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9392,Chionochloa crassiuscula,(Kirk) Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9393,Chionochloa defracta,Connor,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9394,Chionochloa flavescens,Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9395,Chionochloa flavicans,Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9397,Chionochloa juncea,Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9398,Chionochloa lanea,Connor,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9399,Chionochloa macra,Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9401,Chionochloa oreophila,(Petrie) Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9402,Chionochloa ovata,(Buchanan) Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
9403,Chionochloa pallens,Zotov,NA,NA,abiotic,wind,NA,NA,NA,1,1,NA,NA,NA,1,1,NA,NA,NA,10328,10328,NA
