latin,myc
Phymatopteris_trisecta,AM
Physaliastrum_japonicum,AM
Physalis_alkekengi,AM
Physalis_angulata,AM
Physalis_longifolia,AM
Physalis_turbinata,AM
Physaria_acutifolia,NM
Physaria_arenosa,NM
Physaria_brassicoides,NM
Physaria_didymocarpa,NM
Physaria_floribunda,NM
Physaria_globosa,NM
Physaria_gracilis,NM
Physaria_kingii,NM
Physaria_occidentalis,NM
Physaria_ovalifolia,NM
Physematium_manchuriense,AM
Physocarpus_opulifolius,AM
Physochlaina_orientalis,AM
Phyteuma_hemisphaericum,AM
Phyteuma_orbiculare,AM
Phytolacca_americana,NM
Phytolacca_octandra,AM
Phytolacca_rivinoides,NM
Picea_abies,EM
Picea_alcoquiana,EM
Picea_asperata,EM
Picea_asperata_var._notabilis,EM
Picea_breweriana,EM
Picea_crassifolia,EM
Picea_engelmannii,EM
Picea_fennica,EM
Picea_glauca,EM
Picea_glehnii,EM
Picea_jezoensis,EM
Picea_koraiensis,EM
Picea_koyamae,EM
Picea_likiangensis_var._montigena,EM
Picea_mariana,EM
Picea_morrisonicola,EM
Picea_omorika,EM
Picea_orientalis,EM
Picea_pungens,EM
Picea_rubens,EM
Picea_schrenkiana,EM
Picea_schrenkiana_subtianschanica,EM
Picea_sitchensis,EM
Picea_smithiana,EM
Picea_wilsonii,EM
Picralima_nitida,AM
Picramnia_pentandra,AM
Picrasma_quassioides,AM
Picris_hieracioides,AM
Picrorhiza_kurroa,AM
Piddingtonia,AM
Pieris_,AM
Pieris_floribunda,EM
Pilea_auriculata,AM
Pilea_cadierei,NM
Pilea_melastomoides,AM
Pilea_microphylla,NA
Pileanthus_filifolius,AM
Pilgerodendron_uviferum,AM
Piliostigma_malabaricum,AM
Piliostigma_thonningii,AM
Pilosella_aurantiaca,AM
Pilosella_caespitosa,AM
Pilosella_echioides,AM
Pilosella_lactucella,AM
Pilosella_officinarum,AM
Pilosella_pannoniciformis,AM
Pimelea_curviflora,AM
Pimelea_glauca,AM
Pimelea_imbricata,AM
Pimpinella_anisum,AM
Pimpinella_diversifolia,AM
Pimpinella_rhodantha,AM
Pimpinella_saxifraga,AM
Pinellia_ternata,AM
Pinguicula_alpina,NM
Pinguicula_antarctica,NM
Pinus,EM
Pinus_,EM
Pinus_albicaulis,EM
Pinus_aristata,EM
Pinus_armandii,EM
Pinus_attenuata,EM
Pinus_ayacahuite,EM
Pinus_banksiana,EM
Pinus_brutia,EM
Pinus_brutia_var._eldarica,EM
Pinus_brutia_var._pityusa,EM
Pinus_bungeana,EM
Pinus_canariensis,EM
Pinus_cembra,EM
Pinus_cembroides,EM
Pinus_clausa,EM
Pinus_contorta,EM
Pinus_contorta_var._murrayana,AM
Pinus_coulteri,EM
Pinus_cubensis,EM
Pinus_devoniana,EM
Pinus_echinata,EM
Pinus_fenzeliana,EM
Pinus_flexilis,EM
Pinus_gerardiana,EM
Pinus_glabra,EM
Pinus_greggii,EM
Pinus_hartwegii,EM
Pinus_heldreichii,EM
Pinus_jeffreyi,EM
Pinus_kesiya,EM
Pinus_kesiya_var._langbianensis,EM
Pinus_koraiensis,EM
Pinus_lambertiana,EM
Pinus_latteri,EM
Pinus_leiophylla,EM
Pinus_luchuensis,EM
Pinus_merkusii,EM
Pinus_monophylla,EM
Pinus_montezumae,EM
Pinus_monticola,EM
Pinus_morrisonicola,EM
Pinus_mugo,EM
Pinus_nigra,EM
Pinus_nigra_sublaricio,EM
Pinus_occidentalis,EM
Pinus_pallasiana,EM
Pinus_parviflora,EM
Pinus_peuce,EM
Pinus_pinea,EM
Pinus_ponderosa_var._scopulorum,EM
Pinus_pseudostrobus,EM
Pinus_pumila,EM
Pinus_pungens,EM
Pinus_radiata,EM
Pinus_resinosa,EM
Pinus_rigida,EM
Pinus_serotina,EM
Pinus_sibirica,EM
Pinus_strobus,EM
Pinus_sylvestris_var._hamata,EM
Pinus_taeda,EM
Pinus_teocote,EM
Pinus_thunbergii,EM
Pinus_Thunbergii,EM
Pinus_torreyana,EM
Pinus_uncinata_subuliginosa,EM
Pinus_virginiana,EM
Pinus_wallichiana,EM
Pinus_yunnanensis,EM
Piper_amalago,AM
Piper_betle,AM
Piper_biseriatum,AM
Piper_epigynium,AM
Piper_glabrescens,AM
Piper_hancei,NM
Piper_hispidum,AM
Piper_hostmannianum,AM
Piper_kadsura,NM
Piper_lanceaefolium,AM
Piper_longum,AM
Piper_otophorum,AM
Piper_sarmentosum,AM
Piper_subsessilifolium,AM
Piper_umbellatum,AM
Piptadenia_gonoacantha,AM
Piptadeniastrum_africanum,AM
Piptatherum_alpestre,AM
Piptatherum_miliaceum,AM
Piptatherum_pamiralaicum,AM
Piptocarpha_axillaris,AM
Piptomeris_hakeoides,AM
Pipturus_albidus,AM
Pipturus_argenteus,AM
Piranhea_mexicana,AM
Piriqueta_cistoides,AM
Pisonia,EM
Pisonia_,EM
Pisonia_aculeata,AM
Pisonia_sechellarum,AM
Pisonia_subcordata,AM
Pistacia_atlantica,AM
Pistacia_lentiscus,AM
Pistacia_palaestina,AM
Pistacia_terebinthus,AM
Pistacia_vera,AM
Pistia_stratiotes,NA
Pisum_sativum,AM
Pisum_sativum_subsativum,AM
Pitcairnia,NM
Pithecellobium,AM
Pithecellobium_,AM
Pithecellobium_ampliss,AM
Pithecellobium_clypearia,AM
Pithecellobium_dulce,AM
Pithecellobium_splendens,AM
Pithecellobium_x_clypearia,AM
Pithecellobium_x_lucidum,AM
Pithecolobium_clypearia,AM
Pittosporopsis_kerrii,AM
Pittosporum_eugenioides,NM
Pittosporum_gayanum,AM
Pittosporum_illicioides,AM
Pittosporum_pentandrum,AM
Pittosporum_rubiginosum,AM
Pittosporum_tenuifolium,NM
Pityopsis_graminifolia,AM
Pityopus_californica,EM
Pityrodia_jamesii,AM
Pityrodia_quadrangulata,AM
Pityrogramma_calomelanos,AM
Pityrogramma_ebenea,NM
Pityrogramma_trifoliata,AM
Placodiscus_,AM
Placospermum_coriaceum,NM
Plagiobothrys_figuratus,AM
Plagiogyria_adnata,AM
Plagiosiphon_,AM
Plagiosiphon_longitubus,AM
Plagiosiphon_multijugus,AM
Planchonella,AM
Planchonella_brownlessiana,AM
Planchonella_chartacea,AM
Planchonella_obovata,AM
Planchonia_careya,AM
Plantago,AM
Plantago_afra,AM
Plantago_argentina,AM
Plantago_asiatica,AM
Plantago_australis,AM
Plantago_cornuti,AM
Plantago_coronopus,AM
Plantago_debilis,AM
Plantago_drummondii,AM
Plantago_erecta,AM
Plantago_glabrifolia,AM
Plantago_hispidula,AM
Plantago_maxima,AM
Plantago_media,AM
Plantago_minuta,AM
Plantago_montana,AM
Plantago_princeps,AM
Plantago_rugelii,AM
Plantago_saxatilis,AM
Plantago_tomentosa,AM
Platanthera_bifolia,ORC
Platanthera_chlorantha,ORC
Platanthera_hyperborea,ORC
Platanthera_leucophaea,ORC
Platanthera_obtusata,ORC
Platanthera_stricta,AM
Platanus_acerifolia,AM
Platanus_orientalis,AM
Plathymenia_foliolosa,AM
Platonia_insignis,AM
Platostoma_palustre,AM
Platycarya_longipes,EM
Platycodon_grandiflorus,AM
Platylobium_formosum,EM
Platymiscium_trinitatis,AM
Platysace_heterophylla,EM
Platysace_linearifolia,EM
Platystele_microtatantha,NM
Plectranthus_amboinicus,AM
Plectranthus_barbatus,AM
Plectranthus_mollis,AM
Plectranthus_rotundifolius,AM
Plectranthus_scutellarioides,AM
Plectrocarpa_tetracantha,AM
Plectronia_rheedii,AM
Pleioblastus_simonii,AM
Pleiocarpa_rostrata,AM
Pleocnemia_winitii,AM
Pleopeltis_crassinervata,NM
Pleopeltis_macrocarpa,NM
Pleopeltis_mexicana,NM
Pleopeltis_percussa,NM
Pleopeltis_polypodioides,NM
Pleopeltis_pycnocarpa,AM
Pleuricospora_fimbriolata,EM
Pleurophyllum_hookeri,AM
Pleuropteropyrum_savatieri,NM
Pleurospermum_candollei,AM
Pleurospermum_simplex,AM
Pleurospermum_uralense,AM
Pleurostachys,AM
Pleurostylia_opposita,AM
Pleurothallis_homalantha,AM
Plinia_rivularis,AM
Ploiarium_alternifolium,AM
Pluchea_,AM
Pluchea_odorata,AM
Pluchea_rubelliflora,AM
Pluchea_tetranthera,AM
Plumbago_indica,AM
Plumbago_zeylanica,AM
Plumeria_obtusa,AM
Plumeria_rubra,AM
Poa_abbreviata,NM
Poa_acroleuca,AM
Poa_alpigena,AM
Poa_angustifolia,AM
Poa_attenuata,AM
Poa_bactriana,AM
Poa_bucharica,AM
Poa_caucasica,AM
Poa_colensoi,AM
Poa_cusickii,AM
Poa_flabellata,NM
Poa_foliosa,NM
Poa_fragilis,AM
Poa_glauca,AM
Poa_iberica,AM
Poa_lanuginosa,AM
Poa_litorosa,NM
Poa_obvallata,AM
Poa_porphyroclados,AM
Poa_sphondylodes,AM
Poa_stiriaca,NM
Poa_stuckertii,AM
Poa_szechuensis,AM
Poa_versicolor,AM
Podalyria_calyptrata,AM
Podalyria_cuneifolia,AM
Podalyria_sericea,AM
Podocarpus_,AM
Podocarpus_brassii,AM
Podocarpus_cunninghamii,AM
Podocarpus_elatus,AM
Podocarpus_elongatus,AM
Podocarpus_grayae_,AM
Podocarpus_latifolius,AM
Podocarpus_lawrencei,AM
Podocarpus_madagascariensis,AM
Podocarpus_neriifolius,AM
Podocarpus_nubigenus,AM
Podocarpus_polystachyus,AM
Podocarpus_saligna,AM
Podocarpus_spinulosus,AM
Podocarpus_totara,AM
Podococcus_barteri,AM
Podolepis_,AM
Podolepis_auriculata,EM
Podolepis_kendallii,EM
Podolepis_lessonii,EM
Podophyllum_peltatum,AM
Podospermum_alpigenum,AM
Podospermum_canum,AM
Podospermum_laciniatum_subdecumbens,AM
Podospermum_purpureum,AM
Podotheca_chrysantha,AM
Podotheca_gnaphalioides,EM
Podotheca_uniseta,EM
Podotheca_wilsonii,EM
Poecilanthe_parviflora,AM
Poga_oleosa,AM
Pogonatherum_paniceum,AM
Pogonolepis_,AM
Pogonolepis_muelleriana,AM
Pogonolepis_stricta,AM
Pogostemon_paludosus,AM
Pogostemon_plectrantoides,AM
Polemonium_acutiflorum,AM
Polemonium_boreale,AM
Polemonium_caucasicum,AM
Polemonium_confertum,NM
Polemonium_viscosum,AM
Pollia_japonica,NM
Pollia_secundiflora,AM
Pollia_thyrsiflora,AM
Polpoda_capensis,NM
Polyalthia,AM
Polyalthia_australis,AM
Polyalthia_cerasoides,AM
Polyalthia_longifolia,NA
Polyalthia_nitidissima,AM
Polyalthia_suberosa,AM
Polyalthia_viridis,AM
Polybotrya_crassirhizoma,AM
Polycalymma_stuartii,AM
Polycarena_capensis,NM
Polycarena_cephalophora,NM
Polycarpaea_corymbosa,NA
Polycarpon_tetraphyllum,NM
Polyctenium_fremontii,NM
Polygala_,AM
Polygala_affinis,AM
Polygala_alpicola,AM
Polygala_arvensis,AM
Polygala_calcarea_,AM
Polygala_chinensis,AM
Polygala_comosa,AM
Polygala_erioptera,AM
Polygala_garcinii,AM
Polygala_lancifolia,AM
Polygala_nicaeensis,AM
Polygala_orbicularis,AM
Polygala_paniculata,AM
Polygala_rosmarinifolia,AM
Polygala_serpyllifolia,AM
Polygala_sibirica,AM
Polygala_smallii,AM
Polygala_tatarinowii,AM
Polygala_verticillata,AM
Polygonatum,AM
Polygonatum_falcatum,AM
Polygonatum_glaberrimum,AM
Polygonatum_hirtum,AM
Polygonatum_odoratum,AM
Polygonatum_pubescens,AM
Polygonatum_sewerzowii,AM
Polygonum,NA
Polygonum_arenarium,NM
Polygonum_biaristatum,NM
Polygonum_coriarium,NM
Polygonum_douglasii,NM
Polygonum_ellipticum,AM
Polygonum_equisetiforme,EM
Polygonum_perfoliatum,NM
Polygonum_posumbu,AM
Polygonum_stelligerum,AM
Polylepis_australis,AM
Polymeria_ambigua,AM
Polyphlebium_venosum,AM
Polypodiodes_amoena,AM
Polypodium,NM
Polypodium_australe,AM
Polypodium_fauriei,AM
Polypodium_furfuraceum,NM
Polypodium_glycyrrhiza,AM
Polypodium_lachnopus,AM
Polypodium_lepidotrichum,AM
Polypodium_plebeium,NM
Polypodium_pleurosorum,NM
Polypodium_polypodioides,NM
Polypodium_subpetiolatum,NM
Polypodium_virginianum,AM
Polyscias_aculeata,AM
Polyscias_australianum,AM
Polyscias_cumingiana,AM
Polyscias_fruticosa,AM
Polyscias_guilfoylei,AM
Polysphaeria_macrophylla,AM
Polystichum,AM
Polystichum_acrostichoides,AM
Polystichum_aculeatum,AM
Polystichum_attenuatum,AM
Polystichum_auriculatum,AM
Polystichum_chilense,AM
Polystichum_chingae,AM
Polystichum_craspedosorum,AM
Polystichum_cystostegium,AM
Polystichum_dielsii,AM
Polystichum_eximium,AM
Polystichum_japonicum,AM
Polystichum_lehmannii,AM
Polystichum_lonchitis,AM
Polystichum_mohrioides,AM
Polystichum_montevidense,AM
Polystichum_monticola,NM
Polystichum_munitum,AM
Polystichum_muricatum,AM
Polystichum_orbiculatum,AM
Polystichum_ordinatum,NM
Polystichum_piceopaleaceum,AM
Polystichum_pycnopterum,AM
Polystichum_richardii,AM
Polystichum_semifertile,AM
Polystichum_setiferum,AM
Polystichum_silvaticum,AM
Polystichum_transvaalense,NM
Polystichum_tripteron,AM
Polystichum_wilsonii,NM
Polystichum_yunnanense,AM
Pomaderris_apetala,EM
Pomaderris_aspera,EM
Pomaderris_elliptica,EM
Pomaderris_eriocephala,EM
Pomaderris_obcordata,AM
Pomatocalpa_macphersonii,ORC
Pommereulla_cornucopiae,AM
Pongamia_pinnata,AM
Pontederia_cordata,AM
Populus,EM
Populus_adenopoda,EM
Populus_balsamifera_strichocarpa,EM
Populus_canescens_,EM
Populus_davidiana_var._tomentosa,AM
Populus_euphratica,AM
Populus_fremontii,EM
Populus_heterophylla,NM
Populus_koreana,EM
Populus_laurifolia,AM
Populus_nigra_var._italica,AM
Populus_tremula_var._davidiana,EM
Populus_tremuloides_,EM
Populus_trichocarpa,EM
Populus_trichocarpa_,EM
Populus_tristis,EM
Populus_x_berolinensis,EM
Poranopsis_discifera,AM
Poranopsis_sinensis,AM
Porophyllum_punctatum,AM
Porophyllum_ruderale,AM
Porterandia_anisophylla,AM
Portulaca_,NM
Portulaca_confertifolia,NM
Portulaca_grandiflora,NM
Portulaca_halimoides,AM
Portulaca_intraterranea,NM
Portulaca_lutea,NM
Portulaca_pilosa,AM
Portulaca_sclerocarpa,NM
Portulaca_tuberosa,AM
Potamogeton_cheesemanii,AM
Potamogeton_gramineus,NM
Potamogeton_lucens,NM
Potamogeton_nodosus,NA
Potamogeton_ochreatus,NM
Potamogeton_perfoliatus,NM
Potamogeton_polygonifolius,NM
Potamogeton_praelongus,NM
Potaninia_mongolica,AM
Potentilla,AM
Potentilla_acaulis,AM
Potentilla_anglica,AM
Potentilla_anserina,AM
Potentilla_argentea,AM
Potentilla_aurea,AM
Potentilla_brauniana,AM
Potentilla_chrysantha,AM
Potentilla_cinerea,AM
Potentilla_concinna,AM
Potentilla_discolor,AM
Potentilla_effusa,AM
Potentilla_evestita,AM
Potentilla_fissa,AM
Potentilla_flabellata,AM
Potentilla_flabellifolia,EM
Potentilla_flagellaris,AM
Potentilla_gerardiana,AM
Potentilla_glabrata,AM
Potentilla_gracilis,AM
Potentilla_grandiflora,AM
Potentilla_grisea,AM
Potentilla_hololeuca,AM
Potentilla_hookeriana,AM
Potentilla_humifusa,AM
Potentilla_incana,AM
Potentilla_inclinata,AM
Potentilla_kleiniana,AM
Potentilla_nordmanniana,AM
Potentilla_ovina,AM
Potentilla_pamirica,AM
Potentilla_pamiroalaica,AM
Potentilla_pedata,AM
Potentilla_pinnatisecta,NM
Potentilla_plattensis,AM
Potentilla_pulchella,AM
Potentilla_recta,AM
Potentilla_recta_,AM
Potentilla_reptans,AM
Potentilla_simplex,AM
Potentilla_sterilis,AM
Potentilla_stipularis,AM
Potentilla_supina,AM
Potentilla_tabernaemontani,AM
Potentilla_tephroleuca,AM
Potentilla_vahliana,EM
Potentilla_vvedenskyi,AM
Pothos,AM
Pourouma,AM
Pourouma_,AM
Pourouma_bicolor,AM
Pourouma_guianensis,AM
Pouteria_,AM
Pouteria_adolfi-friedericii,AM
Pouteria_ambelaniifolia,AM
Pouteria_campechiana,AM
Pouteria_cladantha,AM
Pouteria_elegans,AM
Pouteria_glomerata,AM
Pouteria_guianensis,AM
Pouteria_pierrei,AM
Pouteria_sagotiana,AM
Pouteria_surumuensis,AM
Pouteria_ucuqui,AM
Pouteria_williamii,AM
Pouzolzia_sanguinea,AM
Pouzolzia_zeylanica,NA
Pozoa_coriacea,AM
Pradosia_ptychandra,AM
Pradosia_schomburgkiana,AM
Prangos_odontalgica,AM
Prangos_pabularia,AM
Prangos_uloptera,AM
Prasium_majus,AM
Praxelis_pauciflora,AM
Premna_microphylla,AM
Prenanthes_petiolata,AM
Prenanthes_purpurea,AM
Prestoea_acuminata_var._montana,AM
Priestleya_sericea,AM
Primula_auriculata,AM
Primula_bayernii,AM
Primula_elatior,AM
Primula_farinosa,AM
Primula_japonica,AM
Primula_matthioli,AM
Primula_meyeri,AM
Primula_minima,AM
Primula_obconica,AM
Primula_olgae,AM
Primula_ossetica,NM
Primula_pseudoelatior,NM
Primula_ruprechtii,NM
Primula_veris_submacrocalyx,AM
Primula_vulgaris,AM
Prinsepia_utilis,AM
Prioria_copaifera,AM
Prioria_oxyphylla,AM
Prismatomeris_tetrandra,AM
Priva_lappulacea,AM
Proboscidea_louisianica,AM
Pronephrium_gymnopteridifrons,AM
Pronephrium_simplex,AM
Prosartes_trachycarpa,AM
Proserpinaca_palustris,AM
Prosopis,AM
Prosopis_alba,AM
Prosopis_articulata,AM
Prosopis_chilensis,AM
Prosopis_glandulosa,AM
Prosopis_laevigata,AM
Prosopis_nigra,AM
Prosopis_pallida,AM
Prosopis_stephaniana,AM
Prosopis_torquata,AM
Prospero_autumnale,AM
Prostanthera_aspalathoides,AM
Protea_burchellii,NM
Protea_scolymocephala,NM
Protium,AM
Protium_,AM
Protium_altsonii,AM
Protium_carolense,AM
Protium_crenatum,AM
Protium_decandrum,AM
Protium_giganteum,AM
Protium_guianense,AM
Protium_pedicellatum,AM
Protium_sagotianum,AM
Protium_serratum,AM
Protomegabaria_stapfiana,AM
Prumnopitys_andina,AM
Prumnopitys_ferruginea,AM
Prumnopitys_ladei,AM
Prumnopitys_taxifolia,AM
Prunella_vulgaris_subasiatica,AM
Prunus,AM
Prunus_africana,AM
Prunus_alleghaniensis,AM
Prunus_americana,EM
Prunus_arborea,AM
Prunus_arborea_var._montana,AM
Prunus_armeniaca,AM
Prunus_besseyi,AM
Prunus_brachypoda,AM
Prunus_bucharica,AM
Prunus_buergeriana,AM
Prunus_campanulata,AM
Prunus_cerasoides,AM
Prunus_cerasus,EM
Prunus_davidiana,AM
Prunus_dielsiana,AM
Prunus_glandulosa,AM
Prunus_grisea,AM
Prunus_japonica,AM
Prunus_laurocerasus,EM
Prunus_mahaleb,AM
Prunus_mandshurica,NM
Prunus_maritima,AM
Prunus_maximowiczii,NM
Prunus_microcarpa,EM
Prunus_mongolica,AM
Prunus_mume,AM
Prunus_occidentalis,AM
Prunus_persica,AM
Prunus_pseudocerasus,AM
Prunus_pumila,NM
Prunus_salicina,AM
Prunus_sibirica,AM
Prunus_spinosissima,AM
Prunus_tenella,AM
Prunus_tomentosa,AM
Prunus_triloba,AM
Prunus_zippeliana,AM
Psephellus_caucasicus,AM
Psephellus_hypoleucus,AM
Psephellus_maleevii,AM
Psephellus_sibiricus,AM
Pseudarthria_viscida,AM
Pseuderanthemum,AM
Pseuderanthemum_carruthersii,NM
Pseuderanthemum_latifolium,AM
Pseuderucaria_teretifolia,NM
Pseudobombax_grandiflorum,AM
Pseudobombax_munguba,AM
Pseudocamelina_glaucophylla,NM
Pseudoclausia_turkestanica,NM
Pseudocyclosorus_ochthodes,AM
Pseudocyclosorus_xylodes,AM
Pseudofortuynia_esfandiarii,NM
Pseudofumaria_lutea,NM
Pseudohandelia_umbellifera,AM
Pseudolachnostylis_maprouneifolia,AM
Pseudolarix_amabilis,EM
Pseudolmedia_spuria,AM
Pseudomuscari_pallens,AM
Pseudopanax_crassifolius,AM
Pseudophegopteris_pyrrhorachis,AM
Pseudophegopteris_yunkweiensis,AM
Pseudophoenix_sargentii,AM
Pseudoraphis,AM
Pseudoraphis_spinescens,NA
Pseudorchis_albida,ORC
Pseudoroegneria_gracillima,AM
Pseudosasa_amabilis,AM
Pseudosasa_japonica,AM
Pseudosindora_palustris,AM
Pseudostellaria_heterophylla,NM
Pseudotsuga_japonica,EM
Pseudotsuga_macrocarpa,EM
Pseudotsuga_menziesii_,EM
Pseudotsuga_menziesii_var._glauca,EM
Pseudotsuga_sinensis,EM
Pseudowintera_colorata,AM
Pseuduvaria_trimera,NM
Psiadia_altissima,AM
Psidium_,AM
Psidium_cattleianum,AM
Psidium_guajava,AM
Psidium_guayava,AM
Psidium_guineense,AM
Psilotum_nudum,AM
Psilotum_nudum_,AM
Psophocarpus_tetragonolobus,AM
Psoralea_bituminosa,AM
Psoralea_pinnata,AM
Psorothamnus_schottii,AM
Psorothamnus_spinosus,AM
Psychotria,AM
Psychotria_,AM
Psychotria_asiatica,AM
Psychotria_berteriana,AM
Psychotria_calocarpa,AM
Psychotria_dallachyana,AM
Psychotria_dorotheae,AM
Psychotria_henryi,AM
Psychotria_nervosa,NM
Psychotria_prainii,NM
Ptaeroxylon_obliquum,AM
Ptarmica_vulgaris,AM
Ptelea_trifoliata,AM
Pteridium_aquilinum_var._latiusculum,AM
Pteridium_revolutum,AM
Pteris,AM
Pteris_altissima,AM
Pteris_argyraea,AM
Pteris_aspericaulis,AM
Pteris_asperula,AM
Pteris_biaurita,AM
Pteris_camerooniana,AM
Pteris_catoptera,AM
Pteris_confusa,AM
Pteris_coriacea,AM
Pteris_cretica,AM
Pteris_cretica_var._laeta,AM
Pteris_cretica_var._nervosa,AM
Pteris_dispar,AM
Pteris_dissitifolia,AM
Pteris_ensiformis,AM
Pteris_esquirolii,AM
Pteris_excelsa,AM
Pteris_excelsa_var._inaequalis,AM
Pteris_gongalensis,AM
Pteris_henryi,AM
Pteris_linearis,AM
Pteris_livida,AM
Pteris_longifolia,AM
Pteris_macilenta,AM
Pteris_multifida,AM
Pteris_muricata,AM
Pteris_platyzomopsis,NM
Pteris_podophylla,AM
Pteris_quadriaurita,AM
Pteris_semipinnata,AM
Pteris_setulosocostulata,AM
Pteris_tremula,AM
Pteris_vittata,AM
Pteris_wallichiana,AM
Pteris_wangiana,AM
Pternandra_,AM
Pterocarpus_amazonum,AM
Pterocarpus_angolensis,AM
Pterocarpus_antunesii,AM
Pterocarpus_dalbergioides,AM
Pterocarpus_lucens,AM
Pterocarpus_macrocarpus,AM
Pterocarpus_mildbraedii,AM
Pterocarpus_officinalis,AM
Pterocarpus_rohrii,AM
Pterocarpus_rotundifolius,AM
Pterocarpus_santalinus,AM
Pterocarpus_soyauxii,AM
Pterocarya_rhoifolia,AM
Pterocaulon_sphacelatum,AM
Pteroceltis_tatarinowii,AM
Pterocephalus_brevis,AM
Pterocymbium_javanicum,AM
Pterodiscus_undulatus,NM
Pterodon_emarginatus,AM
Pterogyne_nitens,AM
Pterolobium_punctatum,AM
Pterospermum_canescens,AM
Pterospermum_diversifolium,AM
Pterospermum_lanceifolium,AM
Pterospermum_menglunense,AM
Pterospermum_xylocarpum,AM
Pterospermum_yunnanense,AM
Pterospora_andromedea,AM
Pterostylis_,ORC
Pterostylis_acuminata,ORC
Pterostylis_mutica,ORC
Pterostyrax_hispidus,AM
Pterygota_macrocarpa,AM
Ptilotrichum_lapeyrousianum,AM
Ptilotrichum_longicaule,NM
Ptilotrichum_spinosum,NM
Ptilotus_latifolius,NM
Ptilotus_obovatus,NM
Ptilotus_sessilifolius,NM
Ptychopetalum_petiolatum,AM
Puccinellia_angustata,AM
Puccinellia_gigantea,NM
Puccinellia_macquariensis,AM
Puccinellia_nuttalliana,AM
Puccinellia_subspicata,AM
Puccinellia_tenuiflora,AM
Puccinellia_tenuissima,AM
Puccinellia_vaginata,NM
Puccinellia_vahliana,NM
Pueraria_montana_var._lobata,AM
Pueraria_phaseoloides,AM
Pulicaria_angustifolia,AM
Pulicaria_crispa,NM
Pulicaria_dysenterica,AM
Pulicaria_rajputanae,NM
Pulmonaria_obscura,AM
Pulsatilla_albana,AM
Pulsatilla_aurea,AM
Pulsatilla_campanella,AM
Pulsatilla_cernua,AM
Pultenaea_elliptica,AM
Pultenaea_hispidula,AM
Pultenaea_mollis,EM
Pultenaea_obvata,EM
Pultenaea_scabra,EM
Punica_granatum,AM
Pupalia_lappacea,NM
Purshia_tridentata,AM
Puschkinia_scilloides,AM
Putterlickia_pyracantha,AM
Puya_spathacea,AM
Pycnanthemum_tenuifolium,AM
Pycnanthemum_virginianum,AM
Pycnanthus_angolensis,AM
Pycnocoma_macrophylla,AM
Pycnocomon_rutifolium,AM
Pycnosorus_eremaeus,AM
Pycnosorus_globosus,AM
Pycnosorus_pleiocephalus,AM
Pycnospora_lutescens,AM
Pycreus_flavescens,AM
Pycreus_pumilus,AM
Pycreus_puncticulatus,NA
Pycreus_sanguinolentus,AM
Pyracantha_angustifolia,AM
Pyracantha_fortuneana,AM
Pyrenacantha_volubilis,AM
Pyrenaria_diospyricarpa,AM
Pyrethrum_pyrethroides,AM
Pyrola_asarifolia,EM
Pyrola_chlorantha,EM
Pyrola_grandif[ora,EM
Pyrola_grandiflora,EM
Pyrola_japonica,EM
Pyrola_media,EM
Pyrola_minor,EM
Pyrola_picta,EM
Pyrostria_brunnescens,AM
Pyrrocoma_lanceolata,AM
Pyrrosia_adnascens,AM
Pyrrosia_gralla,AM
Pyrrosia_lanceolata,AM
Pyrrosia_linearifolia,NM
Pyrrosia_mollis,AM
Pyrrosia_petiolosa,NM
Pyrrosia_porosa_var._tonkinensis,AM
Pyrrosia_serpens,AM
Pyrrosia_subfurfuracea,AM
Pyrus_betulifolia,AM
Pyrus_bretschneideri,AM
Pyrus_communis,AM
Pyrus_montana,AM
Pyrus_pyrifolia,AM
Pyrus_trilocularis,AM
Pyrus_ussuriensis_var._hondoensis,AM
Qualea_grandiflora,NM
Qualea_lineata,AM
Qualea_paraensis,AM
Qualea_rosea,AM
Quararibea_cordata,AM
Quararibea_ochrocalyx,AM
Quercus,EM
Quercus_alba,EM
Quercus_aliena,EM
Quercus_aliena_var._acutiserrata,AM
Quercus_bicolor,EM
Quercus_cerris,EM
Quercus_championii,AM
Quercus_chrysolepis,EM
Quercus_ciliaris,EM
Quercus_coccifera,AM
Quercus_coccinea,EM
Quercus_colombiana,EM
Quercus_dentata,EM
Quercus_dumosa,EM
Quercus_falcata,EM
Quercus_garryana,EM
Quercus_garryana_var._fruticosa,EM
Quercus_griffithii,EM
Quercus_humboldtii,EM
Quercus_ilex,EM
Quercus_kelloggii,EM
Quercus_kerrii,EM
Quercus_laevis,EM
Quercus_lobata,EM
Quercus_macrocarpa,EM
Quercus_marilandica,EM
Quercus_mespilifolia,EM
Quercus_michauxii,EM
Quercus_mongolica,EM
Quercus_mongolica_subcrispula,EM
Quercus_morii,EM
Quercus_oblongifolia,EM
Quercus_obtusata,EM
Quercus_palustris,EM
Quercus_petraea,EM
Quercus_prinoides,EM
Quercus_pubescens,EM
Quercus_robur,EM
Quercus_sadleriana,EM
Quercus_serrata,AM
Quercus_stewardiana,AM
Quercus_suber,EM
Quercus_vaccinifolia,EM
Quercus_variabilis,EM
Quercus_velutina,EM
Quercus_virginiana,EM
Quiina_,AM
Quinchamalium_excrecens,NM
Quinetia_urvillei,AM
Quinqueremulus_linearis,AM
Quintinia_acutifolia,AM
Qulllaja_saponaria,AM
Racosperma_eriopodum,AM
Racosperma_lateriticola,AM
